CustomerID,Gender,Location,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Churn
10027,Male,Hyderabad,18.0,9,63807.38,1,0,0,36070.63,1
10028,Female,Delhi,53.9,3,80073.91,2,1,0,115100.04,0
10029,Female,Mumbai,46.9,5,79563.09,2,0,1,158268.58,0
10030,Male,Hyderabad,32.1,1,43882.3,1,0,1,56253.13,0
10031,Female,Pune,18.0,3,95046.51,2,1,1,65541.42,0
10032,Male,Mumbai,38.6,4,75252.94,1,1,0,91779.58,0
10033,Male,Mumbai,44.4,8,109724.4,1,0,1,101143.13,0
10034,Male,Delhi,26.7,8,72927.08,1,1,0,15000.0,0
10035,Male,Mumbai,54.8,7,14935.28,3,1,1,115371.01,1
10036,Female,Bangalore,54.5,3,44415.19,2,1,0,21367.36,0
10037,Male,Kolkata,45.6,5,60974.69,1,0,1,113507.7,0
10038,Male,Mumbai,23.5,6,43894.44,2,1,0,18701.06,0
10039,Female,Chennai,36.9,0,42971.5,2,1,0,60316.96,0
10040,Male,Delhi,48.7,0,112609.72,1,0,1,118405.32,0
10041,Male,Pune,47.9,3,33767.01,1,0,1,61285.64,0
10042,Female,Mumbai,31.6,2,51766.88,4,1,0,122162.76,0
10043,Male,Mumbai,33.4,9,66654.7,2,1,1,85893.46,0
10044,Female,Bangalore,31.3,3,32116.22,1,0,1,88660.76,0
10045,Male,Delhi,36.6,8,60922.92,3,1,0,68417.16,0
10046,Female,Delhi,34.2,1,5903.44,1,0,0,51045.04,0
10047,Male,Bangalore,32.0,3,51223.1,2,1,1,147967.4,0
10048,Female,Hyderabad,38.3,6,37035.46,2,1,0,88504.55,0
10049,Female,Bangalore,40.5,1,57330.87,2,0,1,31605.8,0
10050,Male,Chennai,53.0,7,63605.68,2,1,1,105337.8,0
10051,Male,Mumbai,18.6,9,98717.47,1,1,1,32626.54,0
10052,Female,Chennai,54.6,3,49744.17,2,0,0,80573.48,0
10053,Female,Bangalore,31.0,8,118429.92,2,1,0,38883.93,0
10054,Female,Kolkata,62.3,0,70306.34,1,1,0,52693.08,1
10055,Female,Hyderabad,48.1,6,41429.38,2,1,0,90284.97,0
10056,Female,Kolkata,46.6,0,68378.8,1,0,0,92311.83,1
10057,Male,Chennai,38.8,10,95888.13,2,0,0,39650.63,0
10058,Male,Delhi,64.8,9,38306.58,2,1,0,89398.75,0
10059,Male,Chennai,39.6,10,113555.39,2,1,1,24359.73,0
10060,Male,Delhi,58.1,8,78304.06,2,1,1,124039.91,0
10061,Male,Pune,33.1,9,36399.25,1,0,1,85345.38,0
10062,Male,Delhi,48.6,9,51944.82,1,1,0,84155.24,0
10063,Female,Bangalore,62.8,0,54608.22,1,0,1,55591.62,0
10064,Male,Mumbai,29.8,2,92707.25,2,1,0,57972.21,0
10065,Male,Kolkata,45.9,6,35515.54,1,1,1,114239.67,0
10066,Female,Mumbai,31.5,0,103486.54,1,1,1,97894.67,0
10067,Male,Delhi,45.2,4,93540.1,1,1,0,117494.43,0
10068,Female,Hyderabad,62.7,5,106609.33,1,1,1,59481.24,0
10069,Male,Kolkata,28.8,2,66470.28,1,1,0,76964.08,0
10070,Female,Delhi,41.9,5,95872.14,3,1,1,95724.95,0
10071,Female,Delhi,30.0,3,58982.07,2,1,1,77029.34,0
10072,Male,Pune,38.4,5,90541.18,1,1,0,100340.7,0
10073,Male,Chennai,47.5,5,67188.47,1,1,0,63918.68,1
10074,Female,Chennai,36.4,3,110026.7,2,0,0,42290.95,0
10075,Female,Delhi,58.9,0,71708.32,3,1,1,98689.99,1
10076,Female,Bangalore,45.8,2,43883.78,1,1,0,33706.38,0
10077,Female,Hyderabad,24.1,10,102822.43,1,0,1,156400.11,0
10078,Male,Bangalore,43.8,9,70212.76,2,1,1,73552.81,0
10079,Male,Kolkata,57.5,6,51583.99,2,1,0,70901.79,0
10080,Male,Pune,46.5,1,50398.56,1,0,1,92561.75,0
10081,Female,Pune,43.1,3,42748.3,1,0,1,99339.18,1
10082,Female,Chennai,36.4,5,29189.16,1,1,1,67854.68,0
10083,Male,Pune,38.8,4,54444.38,1,1,0,91774.02,0
10084,Male,Bangalore,40.1,5,70121.05,1,1,1,66496.54,1
10085,Male,Hyderabad,18.0,4,55469.82,2,1,0,127796.67,0
10086,Male,Hyderabad,45.6,8,0.0,3,1,1,114513.12,1
10087,Female,Chennai,52.0,10,26573.18,1,1,0,66985.96,0
10088,Female,Delhi,31.0,1,88501.97,2,0,0,70475.92,0
10089,Female,Hyderabad,42.8,3,62138.81,1,1,1,64889.79,0
10090,Male,Bangalore,44.2,0,22351.14,2,0,0,82798.98,0
10091,Male,Mumbai,49.7,6,56110.99,2,1,1,101919.61,0
10092,Female,Delhi,40.1,0,68115.35,1,1,0,108439.23,0
10093,Female,Mumbai,46.5,5,88883.8,1,1,1,89343.19,0
10094,Female,Delhi,26.1,9,47840.68,1,0,0,92122.77,0
10095,Female,Pune,27.8,9,80856.89,1,1,0,82233.7,0
10096,Female,Pune,45.2,8,64445.13,2,1,0,117687.17,0
10097,Female,Mumbai,37.2,1,55732.98,2,1,1,73415.99,1
10098,Male,Delhi,21.0,0,86825.74,1,0,0,152755.44,0
10099,Male,Chennai,44.2,10,41377.08,2,1,1,132633.59,0
10100,Male,Bangalore,24.7,10,88683.57,2,1,1,75041.15,0
10101,Male,Mumbai,72.4,10,36464.86,2,1,1,81658.15,0
10102,Female,Delhi,18.0,9,50591.98,1,1,1,15000.0,0
10103,Male,Hyderabad,40.6,2,55390.13,2,1,1,41407.66,0
10104,Female,Chennai,40.1,5,62228.92,2,1,1,69341.78,0
10105,Female,Mumbai,51.0,6,1407.21,1,0,1,70345.43,0
10106,Male,Chennai,35.2,10,67638.51,1,1,0,103307.56,0
10107,Male,Mumbai,52.2,7,19321.4,2,1,0,111959.31,0
10108,Female,Mumbai,49.2,3,69190.85,4,1,1,27385.93,0
10109,Male,Mumbai,27.2,7,71858.19,2,1,1,44950.1,0
10110,Male,Mumbai,31.3,6,89416.09,2,1,1,37505.59,0
10111,Male,Chennai,35.9,10,31617.13,1,1,1,35603.24,1
10112,Male,Mumbai,39.2,7,70733.21,2,1,1,84093.76,0
10113,Female,Delhi,37.6,4,63807.59,2,1,0,118199.42,0
10114,Female,Chennai,48.7,9,50806.42,2,1,0,130155.87,0
10115,Female,Hyderabad,42.8,6,38128.7,2,1,0,126469.08,0
10116,Female,Delhi,32.6,3,67021.04,2,1,0,19397.09,0
10117,Female,Delhi,29.1,0,98423.0,1,1,1,68356.11,0
10118,Male,Hyderabad,30.2,2,58984.96,2,1,1,91333.99,0
10119,Female,Mumbai,44.0,9,96343.66,1,1,0,85056.71,0
10120,Female,Pune,37.7,8,93648.83,1,1,1,15000.0,0
10121,Female,Chennai,65.0,10,11519.07,2,1,1,57930.31,1
10122,Female,Pune,40.0,3,43519.25,2,1,0,136093.5,0
10123,Male,Chennai,42.3,4,51281.03,1,0,0,81750.88,0
10124,Male,Hyderabad,18.4,2,98095.31,1,1,1,133278.17,0
10125,Male,Mumbai,23.9,10,64501.53,1,0,1,108648.4,0
10126,Male,Bangalore,26.5,5,97266.45,1,1,0,63999.93,0
10127,Female,Bangalore,33.6,3,61589.93,1,1,0,103483.72,0
10128,Female,Delhi,22.2,4,97967.7,2,0,1,123113.55,0
10129,Male,Mumbai,26.1,10,76308.36,1,0,1,72289.72,0
10130,Female,Mumbai,48.0,6,62606.67,3,1,1,60429.11,0
10131,Male,Bangalore,29.7,6,94367.97,1,1,1,48345.39,0
10132,Male,Hyderabad,39.5,8,52384.96,1,0,0,115137.82,0
10133,Male,Mumbai,47.1,1,115518.25,2,1,0,116468.61,0
10134,Male,Delhi,51.4,3,28460.8,2,1,0,54556.16,0
10135,Male,Hyderabad,43.5,7,54236.75,1,1,1,41345.96,0
10136,Male,Mumbai,44.2,3,67519.7,2,1,0,64308.82,0
10137,Female,Delhi,51.7,2,46454.74,2,1,1,76287.3,0
10138,Female,Pune,45.0,9,74859.09,2,1,1,109676.06,0
10139,Male,Kolkata,52.4,5,61985.25,3,1,0,140512.61,1
10140,Female,Delhi,18.0,2,73247.17,1,1,1,61208.63,0
10141,Male,Delhi,39.0,1,42772.29,2,1,1,85056.71,0
10142,Male,Mumbai,40.7,8,39596.71,2,1,0,46768.55,0
10143,Female,Hyderabad,38.6,2,64284.89,2,1,1,107327.35,0
10144,Male,Pune,41.5,0,83227.24,2,0,1,128841.81,1
10145,Male,Delhi,35.1,8,111086.14,3,0,1,49615.67,1
10146,Male,Delhi,49.5,4,19318.07,2,1,1,46184.84,0
10147,Female,Delhi,33.6,6,60073.82,2,1,1,91777.71,0
10148,Female,Delhi,37.4,1,76071.75,1,0,0,123274.92,0
10149,Male,Pune,57.3,0,74131.45,1,0,0,78810.41,0
10150,Male,Mumbai,55.7,5,34477.99,1,1,0,115622.54,0
10151,Female,Hyderabad,41.9,4,46828.01,1,0,1,108512.33,0
10152,Male,Delhi,32.4,9,64654.62,3,0,0,33561.53,1
10153,Male,Delhi,20.4,5,132085.01,2,1,1,85121.25,1
10154,Female,Mumbai,38.4,1,88577.63,1,1,0,119889.4,0
10155,Female,Hyderabad,46.1,6,73760.73,1,0,1,53141.82,0
10156,Male,Chennai,31.3,0,0.0,2,1,0,85056.71,0
10157,Female,Mumbai,40.1,10,32064.01,2,1,1,125057.3,1
10158,Female,Chennai,35.8,7,34278.01,1,1,0,79256.6,0
10159,Male,Chennai,19.3,6,73950.36,1,1,1,100380.91,0
10160,Female,Mumbai,41.4,6,61594.79,2,1,0,23640.98,1
10161,Male,Delhi,45.2,5,49120.07,2,1,1,103900.48,0
10162,Female,Chennai,41.9,9,73361.16,2,1,0,59576.31,1
10163,Female,Delhi,59.3,4,27232.19,2,1,0,29824.3,0
10164,Female,Delhi,36.1,8,44629.63,2,1,0,76379.84,0
10165,Male,Hyderabad,35.2,2,63352.8,3,0,1,113752.45,1
10166,Female,Pune,66.0,8,111730.42,2,1,0,117146.32,0
10167,Male,Delhi,25.0,4,87391.12,1,0,0,82842.0,0
10168,Male,Hyderabad,32.6,7,75775.94,1,1,0,67743.86,1
10169,Male,Kolkata,44.3,10,54981.68,1,1,0,32286.95,0
10170,Female,Chennai,53.5,2,64545.86,1,1,0,105094.93,0
10171,Female,Delhi,51.2,6,95401.76,1,1,0,81495.13,0
10172,Male,Delhi,27.5,9,110643.56,2,0,0,77801.07,0
10173,Female,Mumbai,59.5,3,59001.0,2,1,1,71798.34,0
10174,Male,Chennai,45.6,4,76265.29,1,1,0,115165.62,0
10175,Female,Chennai,30.2,3,87852.48,2,1,1,109016.42,0
10176,Male,Kolkata,31.2,8,75219.91,2,1,1,119047.94,0
10177,Female,Delhi,40.9,6,32265.81,3,1,0,109915.72,0
10178,Male,Hyderabad,65.8,5,46375.53,2,1,0,71450.56,0
10179,Female,Kolkata,42.5,5,83515.79,1,1,1,66867.58,0
10180,Male,Pune,65.7,10,50912.79,2,1,1,79839.59,0
10181,Male,Chennai,50.5,9,109840.04,1,0,0,82004.68,0
10182,Male,Delhi,24.9,6,57310.08,2,1,1,111745.14,0
10183,Female,Delhi,56.9,4,31653.4,1,1,1,82894.0,0
10184,Female,Kolkata,28.7,9,90865.25,2,1,0,80634.0,0
10185,Male,Pune,32.6,2,56000.4,2,1,1,97963.35,0
10186,Female,Bangalore,43.3,10,57979.45,2,0,0,100921.96,0
10187,Female,Mumbai,39.7,10,86697.79,2,0,1,58674.46,0
10188,Female,Mumbai,50.7,2,40239.15,2,1,1,70828.95,0
10189,Female,Mumbai,46.0,6,67053.16,1,1,1,51977.8,0
10190,Male,Bangalore,38.6,10,34715.94,2,0,1,62798.87,0
10191,Male,Chennai,60.4,9,66898.33,1,1,0,125266.75,1
10192,Female,Hyderabad,34.3,0,24032.06,4,1,0,110417.54,0
10193,Female,Delhi,28.0,3,43979.0,2,1,1,106751.12,0
10194,Female,Bangalore,45.6,9,87457.53,1,0,0,111189.02,0
10195,Male,Pune,39.8,7,97431.15,2,1,1,15000.0,0
10196,Male,Delhi,42.9,3,42879.8,1,0,1,77246.65,0
10197,Female,Mumbai,48.9,0,42609.0,1,1,0,91110.02,0
10198,Female,Chennai,37.8,4,67559.13,1,1,1,53936.5,0
10199,Female,Mumbai,62.3,0,44790.46,1,0,1,29496.33,0
10200,Female,Delhi,43.2,8,88441.56,1,0,1,74802.68,0
10201,Female,Delhi,34.6,7,30245.94,1,1,0,107084.06,0
10202,Male,Pune,47.1,6,49323.59,2,1,0,116655.95,0
10203,Male,Mumbai,39.0,4,110307.68,2,1,0,37353.78,0
10204,Female,Delhi,41.4,3,74454.79,2,1,1,95843.91,0
10205,Female,Bangalore,26.7,6,79610.67,2,1,0,36961.68,0
10206,Male,Mumbai,28.1,2,60245.33,2,1,0,96367.77,0
10207,Male,Mumbai,52.7,7,28446.26,2,1,0,58266.97,0
10208,Female,Pune,25.2,4,103722.12,2,0,0,103955.27,0
10209,Male,Bangalore,38.5,4,69878.53,1,1,0,94974.75,1
10210,Male,Kolkata,43.9,0,88727.71,2,1,1,143620.47,0
10211,Female,Delhi,57.0,9,58153.92,1,1,0,83966.28,0
10212,Female,Hyderabad,34.2,10,64359.3,2,1,1,99887.75,0
10213,Female,Delhi,49.1,7,55000.75,2,1,1,106922.21,0
10214,Male,Pune,38.6,6,70145.88,1,0,0,68200.56,1
10215,Female,Delhi,18.0,0,53232.32,1,0,1,123368.84,0
10216,Male,Delhi,40.6,3,43443.12,1,0,1,168766.81,0
10217,Male,Bangalore,39.2,3,60045.93,2,1,1,76112.17,0
10218,Female,Hyderabad,45.1,8,78195.48,1,0,1,55586.71,0
10219,Female,Mumbai,32.3,9,94091.48,1,1,0,15000.0,0
10220,Female,Hyderabad,33.6,1,31313.32,1,1,1,162607.04,0
10221,Female,Pune,54.4,3,87167.3,1,1,1,122063.5,0
10222,Female,Delhi,36.0,9,47543.46,1,1,1,91784.97,0
10223,Male,Hyderabad,18.0,2,39807.16,2,1,0,114889.76,0
10224,Male,Chennai,45.9,9,41180.14,1,1,0,44502.21,0
10225,Male,Bangalore,50.4,4,130096.86,2,1,1,130438.17,0
10226,Male,Bangalore,50.2,6,83609.37,3,1,1,92243.53,1
10227,Female,Chennai,32.6,4,36212.59,2,1,1,74653.93,0
10228,Male,Mumbai,40.0,4,51189.14,1,1,1,88690.19,0
10229,Female,Mumbai,46.4,3,31068.41,2,0,1,54637.24,0
10230,Female,Delhi,51.6,8,31900.05,1,1,1,57474.2,0
10231,Female,Kolkata,46.0,5,30960.06,2,1,1,41087.36,0
10232,Female,Mumbai,49.3,9,38943.39,1,1,0,91613.22,0
10233,Female,Chennai,31.2,5,84146.3,1,1,1,89924.48,0
10234,Female,Delhi,18.0,10,91642.25,1,0,0,20336.43,0
10235,Male,Delhi,52.6,5,41958.53,3,1,1,31142.08,1
10236,Female,Chennai,28.6,5,54667.16,2,1,1,118524.35,0
10237,Male,Kolkata,37.9,0,85965.12,2,0,0,108505.36,0
10238,Male,Chennai,49.7,10,65915.01,2,1,1,70903.88,0
10239,Female,Kolkata,40.3,5,73707.01,3,1,0,115812.5,1
10240,Male,Kolkata,48.4,3,52046.3,1,1,1,25791.9,0
10241,Male,Kolkata,69.5,1,103272.95,2,0,1,117733.39,1
10242,Male,Bangalore,46.6,5,107934.01,2,1,1,15000.0,0
10243,Female,Hyderabad,31.3,0,83072.02,2,1,1,80378.67,0
10244,Male,Bangalore,22.6,0,49992.94,1,1,1,119281.32,0
10245,Male,Delhi,48.1,4,32075.28,3,1,1,97968.61,0
10246,Female,Bangalore,41.0,5,108632.35,1,1,0,126298.59,0
10247,Male,Bangalore,23.5,1,73170.11,2,0,1,77829.23,0
10248,Male,Delhi,54.1,9,67967.64,1,1,0,82940.3,0
10249,Male,Chennai,48.7,7,82799.64,1,1,1,128318.75,0
10250,Female,Bangalore,39.9,3,65682.55,2,1,0,121904.12,0
10251,Male,Kolkata,66.2,3,58373.01,1,0,0,70699.34,0
10252,Male,Chennai,52.3,9,120404.94,1,1,1,98744.15,0
10253,Female,Mumbai,28.1,4,94538.55,1,1,1,60596.84,0
10254,Male,Delhi,54.1,9,106530.55,1,1,1,128350.33,0
10255,Male,Hyderabad,43.1,3,104535.3,2,1,1,83675.0,0
10256,Female,Delhi,62.7,10,15437.05,3,0,0,98176.94,0
10257,Female,Kolkata,51.3,4,85801.77,1,0,0,76994.53,1
10258,Female,Chennai,45.8,9,77476.7,2,0,0,15000.0,0
10259,Female,Hyderabad,45.1,2,49616.82,3,0,1,51966.67,0
10260,Male,Mumbai,25.7,7,138526.2,2,1,1,32252.23,0
10261,Female,Pune,33.9,5,68833.24,1,0,0,95349.11,0
10262,Female,Delhi,42.5,7,52103.54,2,0,1,15000.0,0
10263,Male,Hyderabad,23.5,4,61568.63,2,1,1,95000.17,0
10264,Female,Delhi,45.6,6,80491.83,1,1,0,48224.66,0
10265,Female,Hyderabad,31.1,9,76174.99,1,1,0,97649.85,1
10266,Female,Pune,35.3,6,51840.99,2,0,1,86023.49,0
10267,Female,Kolkata,48.5,5,86008.77,2,1,1,81281.28,1
10268,Female,Chennai,33.3,9,65838.39,1,0,1,122131.44,0
10269,Male,Mumbai,45.6,3,58719.49,2,1,0,120806.3,0
10270,Male,Delhi,41.7,5,59797.86,2,1,0,130577.54,0
10271,Female,Hyderabad,27.3,8,35861.1,1,1,1,59497.03,0
10272,Female,Bangalore,50.6,10,40839.25,2,1,1,44517.07,0
10273,Female,Kolkata,51.2,3,38672.72,2,0,1,121281.62,0
10274,Female,Delhi,51.8,5,5419.71,2,1,1,60166.26,0
10275,Female,Delhi,62.9,5,73549.58,2,1,0,34781.75,0
10276,Female,Pune,35.1,2,39554.84,1,1,0,42347.24,1
10277,Female,Kolkata,18.0,3,54678.9,1,1,1,90753.08,0
10278,Female,Delhi,32.1,2,57453.57,1,0,1,77058.28,0
10279,Female,Mumbai,51.5,2,40339.04,1,1,1,122890.63,0
10280,Female,Mumbai,39.0,9,55871.06,2,1,0,37603.25,0
10281,Female,Delhi,23.1,3,66995.75,2,0,0,32579.35,0
10282,Male,Mumbai,19.8,3,47615.27,2,0,1,75582.9,0
10283,Male,Chennai,57.0,5,42092.06,1,0,1,16315.21,0
10284,Male,Chennai,47.3,3,49752.27,2,0,0,67635.28,0
10285,Female,Kolkata,34.0,5,88790.31,1,1,0,115217.13,1
10286,Male,Kolkata,62.6,1,50806.48,1,0,0,159058.82,1
10287,Male,Delhi,71.8,3,69196.37,1,1,0,70568.32,1
10288,Female,Bangalore,52.4,1,52483.24,3,1,0,67811.4,1
10289,Male,Pune,49.1,7,62337.37,2,1,0,88767.77,0
10290,Female,Bangalore,46.3,8,86189.35,1,1,0,108080.81,0
10291,Male,Delhi,50.3,6,42555.92,2,1,0,122478.69,0
10292,Male,Delhi,63.5,5,120702.14,1,1,1,62379.65,1
10293,Female,Mumbai,28.3,7,73928.98,1,1,0,121864.69,0
10294,Male,Mumbai,35.9,3,70098.46,2,1,0,66985.83,0
10295,Male,Hyderabad,39.4,9,38777.97,2,0,0,140988.17,0
10296,Female,Chennai,46.9,10,81256.92,2,1,1,117905.23,0
10297,Female,Bangalore,58.8,1,106592.82,1,0,0,56465.62,0
10298,Male,Pune,45.0,3,46112.77,1,1,1,89068.19,0
10299,Female,Mumbai,47.5,4,39901.24,2,1,1,69722.72,0
10300,Male,Mumbai,48.1,8,66175.16,1,1,1,105482.63,0
10301,Male,Chennai,40.3,4,39744.87,1,0,0,74650.49,0
10302,Female,Kolkata,35.0,8,53719.24,2,1,0,59414.11,1
10303,Female,Mumbai,40.9,8,85913.96,1,1,0,103626.11,0
10304,Female,Delhi,32.1,7,109218.52,1,1,0,97026.54,0
10305,Female,Delhi,40.1,4,87015.24,2,0,0,39885.19,1
10306,Female,Kolkata,44.4,1,43492.93,2,1,0,132847.45,0
10307,Female,Mumbai,34.3,4,58093.92,1,1,1,116648.14,0
10308,Male,Delhi,62.2,10,56270.75,2,1,0,112095.37,0
10309,Female,Kolkata,41.8,0,67501.57,2,0,1,78173.86,0
10310,Male,Delhi,56.3,7,87101.42,2,1,0,46386.84,1
10311,Male,Mumbai,25.1,1,44978.37,2,1,0,85056.71,0
10312,Male,Delhi,25.4,6,119700.34,2,1,0,60992.29,0
10313,Male,Hyderabad,38.7,10,38982.92,2,0,1,55201.17,0
10314,Male,Delhi,51.2,1,44234.75,2,0,1,91514.9,0
10315,Female,Pune,34.1,10,44991.79,1,1,0,21898.17,0
10316,Female,Hyderabad,38.8,4,126503.61,2,1,1,95174.46,0
10317,Male,Mumbai,52.0,9,105851.76,1,0,0,58193.61,0
10318,Male,Chennai,35.3,6,44621.55,1,0,1,79063.42,0
10319,Male,Hyderabad,30.9,5,53481.44,2,1,0,112990.86,0
10320,Male,Mumbai,48.5,4,62616.93,1,1,0,129167.28,0
10321,Female,Mumbai,24.4,5,52958.12,2,1,0,123629.35,0
10322,Female,Pune,35.5,1,87523.91,2,0,1,134485.88,0
10323,Female,Chennai,41.4,9,77256.22,2,1,1,83477.05,0
10324,Male,Bangalore,46.3,0,70063.48,2,1,0,15000.0,0
10325,Male,Kolkata,49.9,0,85498.05,2,1,1,78018.78,0
10326,Female,Mumbai,51.7,7,75973.28,2,1,0,107985.28,0
10327,Female,Bangalore,36.4,2,81822.37,2,1,1,63978.52,0
10328,Female,Kolkata,51.5,10,69328.5,1,0,0,71350.09,0
10329,Male,Kolkata,46.1,2,108044.25,1,1,1,42103.94,0
10330,Male,Mumbai,48.7,8,68290.96,2,0,0,109579.15,0
10331,Male,Chennai,32.4,5,61288.11,2,0,0,61415.34,0
10332,Female,Mumbai,48.0,3,84942.18,1,1,0,75215.4,1
10333,Male,Kolkata,38.2,3,79201.85,2,1,0,105174.61,0
10334,Male,Mumbai,40.6,6,64489.04,1,1,0,82140.53,0
10335,Male,Pune,42.0,5,24043.48,1,1,0,140247.66,0
10336,Male,Hyderabad,65.4,1,100244.68,1,1,0,71571.57,1
10337,Female,Mumbai,29.0,8,96060.2,1,1,0,21644.29,0
10338,Female,Chennai,54.3,1,43745.47,1,0,0,109330.27,0
10339,Male,Mumbai,57.2,7,75395.16,1,0,1,86014.52,0
10340,Male,Mumbai,49.9,3,51934.17,1,0,0,109607.23,0
10341,Female,Mumbai,33.6,9,78208.37,2,1,0,69775.65,0
10342,Male,Delhi,60.4,0,92889.03,1,1,0,95970.51,1
10343,Male,Kolkata,36.0,0,61741.16,1,1,1,75902.37,0
10344,Male,Pune,48.2,8,82789.31,1,0,0,32039.54,0
10345,Male,Hyderabad,41.5,3,29770.16,2,1,0,107960.33,0
10346,Female,Chennai,35.6,0,43490.24,3,1,1,104593.43,0
10347,Female,Pune,46.6,2,87524.81,2,1,0,120784.94,0
10348,Male,Hyderabad,62.6,2,49025.67,1,1,1,15000.0,0
10349,Male,Pune,43.1,6,44326.34,1,1,0,84639.13,1
10350,Female,Pune,63.7,5,46872.42,1,0,1,69034.09,0
10351,Female,Delhi,37.8,7,38041.71,2,1,0,117459.4,0
10352,Female,Kolkata,40.9,6,90116.9,1,0,1,89584.69,0
10353,Female,Bangalore,25.3,0,91962.59,1,1,1,71830.95,0
10354,Male,Hyderabad,33.3,2,45986.27,1,1,0,141054.12,0
10355,Male,Chennai,37.4,8,37322.7,4,0,1,153106.43,0
10356,Female,Mumbai,36.1,3,62654.28,3,1,0,138892.67,1
10357,Male,Pune,28.5,10,35747.99,1,0,0,97734.13,0
10358,Female,Pune,30.9,10,82645.37,1,1,0,69681.85,0
10359,Male,Hyderabad,36.6,2,65255.55,2,1,0,156555.73,0
10360,Female,Delhi,54.2,4,55926.09,2,1,0,133009.24,0
10361,Male,Bangalore,22.1,7,90536.96,3,0,1,85056.71,0
10362,Female,Pune,18.0,0,41415.29,2,0,1,72352.83,0
10363,Male,Delhi,18.9,1,54334.99,2,1,0,45620.79,0
10364,Female,Mumbai,29.8,6,35077.66,1,0,0,42615.41,0
10365,Male,Delhi,47.6,0,30521.8,2,0,1,85745.85,0
10366,Male,Bangalore,35.7,10,42336.87,2,1,1,104351.39,0
10367,Male,Delhi,35.6,4,44756.73,1,1,1,16273.51,0
10368,Female,Mumbai,35.3,9,42450.89,2,1,0,120202.33,0
10369,Male,Mumbai,18.0,7,62713.79,1,0,0,31985.55,0
10370,Male,Kolkata,50.3,5,62510.74,1,1,0,76721.08,0
10371,Male,Mumbai,55.7,2,26206.78,2,0,1,128801.69,0
10372,Male,Kolkata,36.0,6,84930.96,1,0,0,163010.43,0
10373,Male,Delhi,41.0,2,27097.87,2,0,1,89552.84,0
10374,Female,Delhi,41.4,4,21810.34,3,1,0,79921.95,0
10375,Male,Delhi,27.2,6,90901.47,1,1,1,81550.43,0
10376,Male,Delhi,34.7,1,37430.89,2,0,0,80974.16,1
10377,Female,Delhi,40.1,9,73927.15,1,1,1,113395.2,0
10378,Male,Kolkata,40.0,3,50404.55,1,0,1,64231.81,0
10379,Female,Mumbai,42.7,1,39872.98,1,1,0,63334.56,0
10380,Male,Hyderabad,31.7,6,35359.03,2,0,1,62121.27,0
10381,Male,Pune,34.8,2,74509.5,1,1,1,120958.73,0
10382,Female,Kolkata,47.8,8,41660.94,2,1,1,101578.68,0
10383,Female,Mumbai,29.9,10,92382.02,2,1,0,97291.45,0
10384,Female,Mumbai,59.4,5,26936.94,2,0,1,150382.41,1
10385,Female,Pune,20.6,0,100375.03,2,0,0,107535.41,0
10386,Female,Hyderabad,32.4,9,13012.87,2,1,0,156821.52,0
10387,Male,Mumbai,22.2,7,72127.39,2,0,0,133165.67,0
10388,Male,Mumbai,55.9,6,35613.68,1,1,1,48821.57,0
10389,Female,Chennai,39.6,0,25212.27,1,0,0,120662.18,0
10390,Female,Kolkata,36.6,2,62498.99,2,0,1,135439.4,0
